,Book,Author,Genres,Num_Ratings,description
5140,the brethren,John Grisham,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']","92,766","John Grisham ['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']"
2194,stories of your life and others,Ted Chiang,"['Short Stories', 'Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Anthologies']","92,744","Ted Chiang ['Short Stories', 'Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Anthologies']"
7280,the bone clocks,David Mitchell,"['Fiction', 'Fantasy', 'Science Fiction', 'Literary Fiction', 'Magical Realism', 'Contemporary', 'Dystopia']","92,660","David Mitchell ['Fiction', 'Fantasy', 'Science Fiction', 'Literary Fiction', 'Magical Realism', 'Contemporary', 'Dystopia']"
477,ivanhoe,Walter Scott,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Literature', 'Romance']","92,512","Walter Scott ['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Literature', 'Romance']"
6304,"demonglass (hex hall, #2)",Rachel Hawkins,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches']","92,431","Rachel Hawkins ['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches']"
3010,"the ask and the answer (chaos walking, #2)",Patrick Ness,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen']","92,410","Patrick Ness ['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen']"
6988,the broker,John Grisham,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']","92,389","John Grisham ['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']"
1743,scrappy little nobody,Anna Kendrick,"['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Humor', 'Autobiography', 'Biography Memoir']","92,364","Anna Kendrick ['Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Humor', 'Autobiography', 'Biography Memoir']"
389,the complete poems of emily dickinson,Emily Dickinson,"['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Classic Literature']","92,330","Emily Dickinson ['Poetry', 'Classics', 'Fiction', 'Literature', 'American', '19th Century', 'Classic Literature']"
3541,the untethered soul: the journey beyond yourself,Michael A. Singer,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook']","92,199","Michael A. Singer ['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook']"
6381,"the evening and the morning (kingsbridge, #0)",Ken Follett,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Fantasy', 'British Literature', 'Medieval']","92,169","Ken Follett ['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Fantasy', 'British Literature', 'Medieval']"
3176,hearts in atlantis,Stephen King,"['Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Thriller', 'Suspense', 'Mystery']","92,117","Stephen King ['Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Thriller', 'Suspense', 'Mystery']"
172,the gift of the magi,O. Henry,"['Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Holiday', 'Literature']","92,114","O. Henry ['Classics', 'Short Stories', 'Fiction', 'Christmas', 'Romance', 'Holiday', 'Literature']"
3013,"heist society (heist society, #1)",Ally Carter,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Teen']","92,107","Ally Carter ['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Teen']"
1756,the bridges of madison county,Robert James Waller,"['Fiction', 'Romance', 'Classics', 'Chick Lit', 'Contemporary', 'Novels', 'Adult']","92,030","Robert James Waller ['Fiction', 'Romance', 'Classics', 'Chick Lit', 'Contemporary', 'Novels', 'Adult']"
9721,where they bury you,Steven W. Kohlhagen,"['Historical Fiction', 'Westerns', 'Fiction', 'Mystery']",92,"Steven W. Kohlhagen ['Historical Fiction', 'Westerns', 'Fiction', 'Mystery']"
8996,chinese intelligence operations,Nicholas Eftimiades,"['Nonfiction', 'China', 'Espionage']",92,"Nicholas Eftimiades ['Nonfiction', 'China', 'Espionage']"
7686,the testament of vida tremayne,Sarah Vincent,"['Fiction', 'Novels']",92,"Sarah Vincent ['Fiction', 'Novels']"
3790,"from man to man (wroge elements, #0.5)",D.E.M. Emrys,"['Fantasy', 'Short Stories', 'Fiction']",92,"D.E.M. Emrys ['Fantasy', 'Short Stories', 'Fiction']"
4810,dyed souls,Gary Santorella,[],92,Gary Santorella []
6109,nuestra historia de amor de fracaso hasta san valentin,Athira Bhargavan,[],92,Athira Bhargavan []
3752,instruction manual for the 21st century samurai,Alexei Maxim Russell,"['Japan', 'Philosophy', 'Novels', 'Self Help', 'Martial Arts', 'Spirituality', 'Manga']",92,"Alexei Maxim Russell ['Japan', 'Philosophy', 'Novels', 'Self Help', 'Martial Arts', 'Spirituality', 'Manga']"
9932,racism,Albert Memmi,"['Sociology', 'Race', 'Philosophy', 'Nonfiction', 'Social Science', 'History', 'Politics']",92,"Albert Memmi ['Sociology', 'Race', 'Philosophy', 'Nonfiction', 'Social Science', 'History', 'Politics']"
54,"anne of green gables (anne of green gables, #1)",L.M. Montgomery,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Audiobook']","918,700","L.M. Montgomery ['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Audiobook']"
79,the metamorphosis,Franz Kafka,"['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School']","918,431","Franz Kafka ['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School']"
1704,the persecution of mildred dunlap,Paulette Mahurin,"['Historical Fiction', 'Fiction', 'LGBT', 'Historical', 'Amazon', 'Queer', 'Social Issues']",918,"Paulette Mahurin ['Historical Fiction', 'Fiction', 'LGBT', 'Historical', 'Amazon', 'Queer', 'Social Issues']"
457,the chain between worlds (the lost artefacts #1),Johnathon Nicolaou,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']",915,"Johnathon Nicolaou ['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']"
355,"jurassic park (jurassic park, #1)",Michael Crichton,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics']","913,748","Michael Crichton ['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics']"
7957,"god, freedom, and evil",Alvin Plantinga,"['Philosophy', 'Theology', 'Religion', 'Christianity', 'Christian', 'Nonfiction', 'Atheism']",912,"Alvin Plantinga ['Philosophy', 'Theology', 'Religion', 'Christianity', 'Christian', 'Nonfiction', 'Atheism']"
60,a tale of two cities,Charles Dickens,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School']","911,758","Charles Dickens ['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School']"
51,one hundred years of solitude,Gabriel García Márquez,"['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Fantasy', 'Novels', 'Historical Fiction']","911,512","Gabriel García Márquez ['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Fantasy', 'Novels', 'Historical Fiction']"
6147,aurélia and other writings,Gérard de Nerval,"['Poetry', 'France', 'Fiction', 'French Literature', 'Literature', 'Classics', '19th Century']",911,"Gérard de Nerval ['Poetry', 'France', 'Fiction', 'French Literature', 'Literature', 'Classics', '19th Century']"
1216,"true teryn (the last lumenian, #2)",S.G. Blaise,"['Fantasy', 'Fiction', 'Science Fiction', 'Novels', 'Contemporary', 'Drama', 'Romance']",910,"S.G. Blaise ['Fantasy', 'Fiction', 'Science Fiction', 'Novels', 'Contemporary', 'Drama', 'Romance']"
7810,"magician: apprentice (the riftwar saga, #1)",Raymond E. Feist,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']","91,864","Raymond E. Feist ['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']"
4153,"the prisoner of heaven (the cemetery of forgotten books, #3)",Carlos Ruiz Zafón,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Spain', 'Books About Books', 'Magical Realism']","91,848","Carlos Ruiz Zafón ['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Spain', 'Books About Books', 'Magical Realism']"
4449,"the queen of the tearling (the queen of the tearling, #1)",Erika Johansen,"['Fantasy', 'Young Adult', 'Fiction', 'Dystopia', 'Magic', 'Adult', 'Young Adult Fantasy']","91,772","Erika Johansen ['Fantasy', 'Young Adult', 'Fiction', 'Dystopia', 'Magic', 'Adult', 'Young Adult Fantasy']"
6664,"caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Storytime', 'Humor']","91,753","Esphyr Slobodkina ['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Storytime', 'Humor']"
8171,the tuscan child,Rhys Bowen,"['Historical Fiction', 'Fiction', 'Mystery', 'Italy', 'Historical', 'War', 'World War II']","91,703","Rhys Bowen ['Historical Fiction', 'Fiction', 'Mystery', 'Italy', 'Historical', 'War', 'World War II']"
1220,sam's letters to jennifer,James Patterson,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Mystery']","91,558","James Patterson ['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Mystery']"
8415,life,Keith Richards,"['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Audiobook', 'Biography Memoir']","91,547","Keith Richards ['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Audiobook', 'Biography Memoir']"
5581,"the cruelest month (chief inspector armand gamache, #3)",Louise Penny,"['Mystery', 'Fiction', 'Audiobook', 'Crime', 'Canada', 'Mystery Thriller', 'Adult']","91,393","Louise Penny ['Mystery', 'Fiction', 'Audiobook', 'Crime', 'Canada', 'Mystery Thriller', 'Adult']"
7504,"tithe (modern faerie tales, #1)",Holly Black,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fae', 'Fiction', 'Romance', 'Paranormal']","91,291","Holly Black ['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fae', 'Fiction', 'Romance', 'Paranormal']"
4684,the lowland,Jhumpa Lahiri,"['Fiction', 'India', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Contemporary', 'Asia']","91,287","Jhumpa Lahiri ['Fiction', 'India', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Contemporary', 'Asia']"
1161,the fire next time,James Baldwin,"['Nonfiction', 'Essays', 'Classics', 'Race', 'History', 'Politics', 'Social Justice']","91,273","James Baldwin ['Nonfiction', 'Essays', 'Classics', 'Race', 'History', 'Politics', 'Social Justice']"
7311,"lover unleashed (black dagger brotherhood, #9)",J.R. Ward,"['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']","91,268","J.R. Ward ['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']"
5123,bet me,Jennifer Crusie,"['Romance', 'Chick Lit', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Humor', 'Adult']","91,268","Jennifer Crusie ['Romance', 'Chick Lit', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Humor', 'Adult']"
503,the wasp factory,Iain Banks,"['Fiction', 'Horror', 'Thriller', 'Contemporary', 'Mystery', 'Classics', 'Dark']","91,164","Iain Banks ['Fiction', 'Horror', 'Thriller', 'Contemporary', 'Mystery', 'Classics', 'Dark']"
1263,"bring up the bodies (thomas cromwell, #2)",Hilary Mantel,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Literary Fiction', 'Literature']","91,098","Hilary Mantel ['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Literary Fiction', 'Literature']"
5082,the storyteller's secret,Sejal Badani,"['Fiction', 'Historical Fiction', 'India', 'Romance', 'Historical', 'Audiobook', 'Contemporary']","91,093","Sejal Badani ['Fiction', 'Historical Fiction', 'India', 'Romance', 'Historical', 'Audiobook', 'Contemporary']"
1672,the dharma bums,Jack Kerouac,"['Fiction', 'Classics', 'Literature', 'Novels', 'Travel', 'American', 'Philosophy']","91,070","Jack Kerouac ['Fiction', 'Classics', 'Literature', 'Novels', 'Travel', 'American', 'Philosophy']"
324,"the chosen (reuven malther, #1)",Chaim Potok,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']","91,050","Chaim Potok ['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']"
526,don't sweat the small stuff ... and it's all small stuff: simple ways to keep the little things from taking over your life,Richard Carlson,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Philosophy', 'Inspirational', 'Business']","91,026","Richard Carlson ['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Philosophy', 'Inspirational', 'Business']"
9733,illuminating gracie,Lisa C. Temple,"['Fantasy', 'Young Adult', 'Paranormal', 'Supernatural', 'Fiction', 'Angels']",91,"Lisa C. Temple ['Fantasy', 'Young Adult', 'Paranormal', 'Supernatural', 'Fiction', 'Angels']"
9748,"dream it, do it, live it: 9 easy steps to making things happen for you",Richard    Newton,"['Self Help', 'Personal Development']",91,"Richard    Newton ['Self Help', 'Personal Development']"
8828,beautiful,Kiexiza Rodriquez,['Romance'],91,Kiexiza Rodriquez ['Romance']
7742,the message for the last days,K.J. Soze,"['Christian', 'Contemporary']",91,"K.J. Soze ['Christian', 'Contemporary']"
1098,life song,Christine M. Knight,[],91,Christine M. Knight []
6985,dakota son,Mary Ramsey,"['Contemporary', 'Drama', 'Fiction', 'Book Club', 'Novels', 'Adult', 'New Adult']",91,"Mary Ramsey ['Contemporary', 'Drama', 'Fiction', 'Book Club', 'Novels', 'Adult', 'New Adult']"
9573,shadows of the past,Carmen Stefanescu,"['Paranormal', 'Historical', 'Romance', 'Paranormal Romance', 'Ghosts']",91,"Carmen Stefanescu ['Paranormal', 'Historical', 'Romance', 'Paranormal Romance', 'Ghosts']"
3673,"the cruel prince (the folk of the air, #1)",Holly Black,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Fae', 'Magic']","905,692","Holly Black ['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Fae', 'Magic']"
8243,a man called ove,Fredrik Backman,"['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Book Club', 'Adult Fiction']","904,838","Fredrik Backman ['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Book Club', 'Adult Fiction']"
704,a man called ove,Fredrik Backman,"['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Book Club', 'Adult Fiction']","904,819","Fredrik Backman ['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Book Club', 'Adult Fiction']"
5078,pink slips,Beth Aldrich,"['Thriller', 'Mystery Thriller', 'Fiction', 'Mystery', 'Modern', 'Amazon', '21st Century']",904,"Beth Aldrich ['Thriller', 'Mystery Thriller', 'Fiction', 'Mystery', 'Modern', 'Amazon', '21st Century']"
6256,"proposed roads to freedom: socialism, anarchism and syndicalism",Bertrand Russell,"['Philosophy', 'Politics', 'Nonfiction', 'History', 'Economics', 'Sociology', 'Political Science']",903,"Bertrand Russell ['Philosophy', 'Politics', 'Nonfiction', 'History', 'Economics', 'Sociology', 'Political Science']"
501,sapiens: a brief history of humankind,Yuval Noah Harari,"['Nonfiction', 'History', 'Science', 'Philosophy', 'Anthropology', 'Audiobook', 'Psychology']","902,492","Yuval Noah Harari ['Nonfiction', 'History', 'Science', 'Philosophy', 'Anthropology', 'Audiobook', 'Psychology']"
9148,the day it rained forever,Ray Bradbury,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Classics', 'Collections', 'Science Fiction Fantasy']",902,"Ray Bradbury ['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Classics', 'Collections', 'Science Fiction Fantasy']"
6076,four days with hemingway's ghost,Tom Winton,"['Fiction', 'Historical Fiction', 'Paranormal', 'Historical', 'Fantasy', 'Contemporary', 'Time Travel']",901,"Tom Winton ['Fiction', 'Historical Fiction', 'Paranormal', 'Historical', 'Fantasy', 'Contemporary', 'Time Travel']"
1110,"red queen (red queen, #1)",Victoria Aveyard,"['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic']","900,008","Victoria Aveyard ['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic']"
1995,at home: a short history of private life,Bill Bryson,"['Nonfiction', 'History', 'Audiobook', 'Humor', 'Historical', 'Science', 'Architecture']","90,975","Bill Bryson ['Nonfiction', 'History', 'Audiobook', 'Humor', 'Historical', 'Science', 'Architecture']"
4060,the war that saved my life,Kimberly Brubaker Bradley,"['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Historical', 'World War II', 'Childrens']","90,967","Kimberly Brubaker Bradley ['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Historical', 'World War II', 'Childrens']"
7688,"frog and toad are friends (frog and toad, #1)",Arnold Lobel,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Chapter Books']","90,791","Arnold Lobel ['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Chapter Books']"
4314,the age of miracles,Karen Thompson Walker,"['Fiction', 'Young Adult', 'Science Fiction', 'Dystopia', 'Coming Of Age', 'Fantasy', 'Post Apocalyptic']","90,770","Karen Thompson Walker ['Fiction', 'Young Adult', 'Science Fiction', 'Dystopia', 'Coming Of Age', 'Fantasy', 'Post Apocalyptic']"
8336,the broken girls,Simone St. James,"['Mystery', 'Thriller', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Horror', 'Paranormal']","90,748","Simone St. James ['Mystery', 'Thriller', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Horror', 'Paranormal']"
4535,"leviathan (leviathan, #1)",Scott Westerfeld,"['Steampunk', 'Young Adult', 'Fantasy', 'Science Fiction', 'Historical Fiction', 'Fiction', 'Alternate History']","90,673","Scott Westerfeld ['Steampunk', 'Young Adult', 'Fantasy', 'Science Fiction', 'Historical Fiction', 'Fiction', 'Alternate History']"
3911,"the golem's eye (bartimaeus, #2)",Jonathan Stroud,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Urban Fantasy', 'Adventure']","90,613","Jonathan Stroud ['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Urban Fantasy', 'Adventure']"
650,if on a winter's night a traveler,Italo Calvino,"['Fiction', 'Classics', 'Italian Literature', 'Magical Realism', 'Literature', 'Italy', 'Novels']","90,590","Italo Calvino ['Fiction', 'Classics', 'Italian Literature', 'Magical Realism', 'Literature', 'Italy', 'Novels']"
603,the story of ferdinand,Munro Leaf,"['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Spain', 'Kids']","90,584","Munro Leaf ['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Spain', 'Kids']"
3045,the mitten,Jan Brett,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Christmas', 'Classics', 'Folklore']","90,575","Jan Brett ['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Christmas', 'Classics', 'Folklore']"
2718,why i'm no longer talking to white people about race,Reni Eddo-Lodge,"['Nonfiction', 'Race', 'Feminism', 'Politics', 'Anti Racist', 'Social Justice', 'History']","90,543","Reni Eddo-Lodge ['Nonfiction', 'Race', 'Feminism', 'Politics', 'Anti Racist', 'Social Justice', 'History']"
3919,unaccustomed earth,Jhumpa Lahiri,"['Fiction', 'Short Stories', 'India', 'Contemporary', 'Literary Fiction', 'Literature', 'Indian Literature']","90,481","Jhumpa Lahiri ['Fiction', 'Short Stories', 'India', 'Contemporary', 'Literary Fiction', 'Literature', 'Indian Literature']"
4062,the clockmaker's daughter,Kate Morton,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Audiobook', 'Adult']","90,284","Kate Morton ['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Audiobook', 'Adult']"
6457,the inmate,Freida McFadden,"['Thriller', 'Mystery Thriller', 'Mystery', 'Fiction', 'Audiobook', 'Suspense', 'Psychological Thriller']","90,283","Freida McFadden ['Thriller', 'Mystery Thriller', 'Mystery', 'Fiction', 'Audiobook', 'Suspense', 'Psychological Thriller']"
3177,"the false prince (ascendance, #1)",Jennifer A. Nielsen,"['Fantasy', 'Young Adult', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult Fantasy', 'Mystery']","90,189","Jennifer A. Nielsen ['Fantasy', 'Young Adult', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult Fantasy', 'Mystery']"
4487,"a storm of swords 2: blood and gold (a song of ice and fire, #3, part 2 of 2)",George R.R. Martin,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons']","90,167","George R.R. Martin ['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons']"
2779,flight behavior,Barbara Kingsolver,"['Fiction', 'Literary Fiction', 'Environment', 'Contemporary', 'Climate Change', 'Nature', 'Book Club']","90,163","Barbara Kingsolver ['Fiction', 'Literary Fiction', 'Environment', 'Contemporary', 'Climate Change', 'Nature', 'Book Club']"
3001,a painted house,John Grisham,"['Fiction', 'Mystery', 'Historical Fiction', 'Thriller', 'Suspense', 'Novels', 'Historical']","90,102","John Grisham ['Fiction', 'Mystery', 'Historical Fiction', 'Thriller', 'Suspense', 'Novels', 'Historical']"
3599,the truth of all that is: the angel book to enlightenment and personal transformation,Amelia Bert,"['Spirituality', 'Nonfiction', 'Self Help', 'New Age', 'Angels']",90,"Amelia Bert ['Spirituality', 'Nonfiction', 'Self Help', 'New Age', 'Angels']"
7117,hocus pocus,Teresa Roblin,"['Romance', 'Fantasy', 'Witches', 'Paranormal', 'Supernatural', 'Contemporary Romance', 'Magic']",90,"Teresa Roblin ['Romance', 'Fantasy', 'Witches', 'Paranormal', 'Supernatural', 'Contemporary Romance', 'Magic']"
2655,"zoroastrians' fight for survival (the viking's kurdish love, #1)",Widad Akreyi,['Historical Fiction'],90,Widad Akreyi ['Historical Fiction']
5515,scientific miracles in ocean and animals,Yusuf Al-Hajj Ahmad,"['Islam', 'Science']",90,"Yusuf Al-Hajj Ahmad ['Islam', 'Science']"
2581,"zoroastrians' fight for survival (the viking's kurdish love, #1)",Widad Akreyi,['Historical Fiction'],90,Widad Akreyi ['Historical Fiction']
9083,the last way station: hitler's final journey,Jon Reisfeld,"['Fiction', 'Historical Fiction']",90,"Jon Reisfeld ['Fiction', 'Historical Fiction']"
5770,"a girl's guide to guys: meeting them, managing them and all that love stuff",Rachel Hill,"['Relationships', 'Nonfiction']",90,"Rachel Hill ['Relationships', 'Nonfiction']"
8046,daniel & ian (the macgregors #5 & #0.2),Nora Roberts,"['Romance', 'Contemporary Romance', 'Fiction', 'Contemporary', 'Historical Romance', 'Historical', 'Chick Lit']","9,983","Nora Roberts ['Romance', 'Contemporary Romance', 'Fiction', 'Contemporary', 'Historical Romance', 'Historical', 'Chick Lit']"
4213,"பொன்னியின் செல்வன், முழுத்தொகுப்பு",Kalki,"['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Indian Literature', 'Fantasy', 'Historical']","9,980","Kalki ['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Indian Literature', 'Fantasy', 'Historical']"
5366,stop walking on eggshells: taking your life back when someone you care about has borderline personality disorder,Paul T. Mason,"['Psychology', 'Nonfiction', 'Self Help', 'Mental Health', 'Relationships', 'Mental Illness', 'Health']","9,958","Paul T. Mason ['Psychology', 'Nonfiction', 'Self Help', 'Mental Health', 'Relationships', 'Mental Illness', 'Health']"
8900,nectar in a sieve,Kamala Markandaya,"['Fiction', 'Classics', 'India', 'Historical Fiction', 'School', 'Read For School', 'Indian Literature']","9,941","Kamala Markandaya ['Fiction', 'Classics', 'India', 'Historical Fiction', 'School', 'Read For School', 'Indian Literature']"
8157,banker to the poor: micro-lending and the battle against world poverty,Muhammad Yunus,"['Nonfiction', 'Economics', 'Business', 'Poverty', 'Finance', 'Politics', 'Biography']","9,937","Muhammad Yunus ['Nonfiction', 'Economics', 'Business', 'Poverty', 'Finance', 'Politics', 'Biography']"
7839,catechism of the catholic church,Catholic Church,"['Religion', 'Catholic', 'Theology', 'Reference', 'Nonfiction', 'Christianity', 'Faith']","9,898","Catholic Church ['Religion', 'Catholic', 'Theology', 'Reference', 'Nonfiction', 'Christianity', 'Faith']"
5059,freedom at midnight,Larry Collins,"['History', 'Nonfiction', 'India', 'Politics', 'Historical', 'Pakistan', 'Asia']","9,895","Larry Collins ['History', 'Nonfiction', 'India', 'Politics', 'Historical', 'Pakistan', 'Asia']"
3688,mysterious skin,Scott Heim,"['Fiction', 'LGBT', 'Queer', 'Contemporary', 'Gay', 'Coming Of Age', 'Mystery']","9,894","Scott Heim ['Fiction', 'LGBT', 'Queer', 'Contemporary', 'Gay', 'Coming Of Age', 'Mystery']"
9715,the vicar of wakefield,Oliver Goldsmith,"['Classics', 'Fiction', '18th Century', 'Literature', 'Historical Fiction', 'British Literature', 'Novels']","9,888","Oliver Goldsmith ['Classics', 'Fiction', '18th Century', 'Literature', 'Historical Fiction', 'British Literature', 'Novels']"
8009,the scold's bridle,Minette Walters,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'British Literature']","9,872","Minette Walters ['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'British Literature']"
5525,a day no pigs would die,Robert Newton Peck,"['Fiction', 'Young Adult', 'Classics', 'Historical Fiction', 'Childrens', 'Banned Books', 'School']","9,850","Robert Newton Peck ['Fiction', 'Young Adult', 'Classics', 'Historical Fiction', 'Childrens', 'Banned Books', 'School']"
2267,apathy and other small victories,Paul Neilan,"['Fiction', 'Humor', 'Comedy', 'Mystery', 'Contemporary', 'Novels', 'Crime']","9,849","Paul Neilan ['Fiction', 'Humor', 'Comedy', 'Mystery', 'Contemporary', 'Novels', 'Crime']"
4304,village evenings near dikanka and mirgorod,Nikolai Gogol,"['Classics', 'Russia', 'Russian Literature', 'Fiction', 'Short Stories', 'Ukraine', 'Fantasy']","9,848","Nikolai Gogol ['Classics', 'Russia', 'Russian Literature', 'Fiction', 'Short Stories', 'Ukraine', 'Fantasy']"
1170,animal liberation,Peter Singer,"['Philosophy', 'Nonfiction', 'Animals', 'Vegan', 'Politics', 'Food', 'Science']","9,839","Peter Singer ['Philosophy', 'Nonfiction', 'Animals', 'Vegan', 'Politics', 'Food', 'Science']"
